,name,code
1183,피에스케이홀딩스,031980
1184,피엔에이치테크,239890
1185,피엔케이피부임상연구센타,347740
1186,피플바이오,304840
1187,하나머티리얼즈,166090
1188,하이로닉,149980
1189,하이소닉,106080
1190,한국유니온제약,080720
1191,한국컴퓨터,054040
1192,한송네오텍,226440
1193,한일사료,005860
1194,헝셩그룹,900270
1195,화일약품,061250
1196,효성오앤비,097870
1197,휴온스,243070
1198,휴젤,145020
1199,도부마스크,227420
1200,디피코,163430
1201,메디쎄이,200580
1202,빅텐츠,210120
1203,썬테크,217320
1204,씨알푸드,236030
1205,아퓨어스,149300
1206,안지오랩,251280
1207,엔에스엠,238170
1208,엔에스컴퍼니,224760
1209,엘에이티,311060
1210,유비온,084440
1211,이앤에치,341310
1212,지오씨,135160
1213,AK홀딩스,006840
1214,CJ,001040
1215,CJ씨푸드,011150
1216,DB금융투자,016610
1217,DGB금융지주,139130
1218,DL,000210
1219,HDC,012630
1220,KISCO홀딩스,001940
1221,KTB투자증권,030210
1222,LG,003550
1223,LG디스플레이,034220
1224,LX인터내셔널,001120
1225,NH프라임리츠,338100
1226,S-Oil,010950
1227,SK네트웍스,001740
1228,SK케미칼,285130
1229,SK하이닉스,000660
1230,SNT모티브,064960
1231,계룡건설산업,013580
1232,고려아연,010130
1233,남양유업,003920
1234,남해화학,025860
1235,노루페인트,090350
1236,대상,001680
1237,대성에너지,117580
1238,대성홀딩스,016710
1239,대한제강,084010
1240,동원산업,006040
1241,두산퓨얼셀,336260
1242,만호제강,001080
1243,모나미,005360
1244,문배철강,008420
1245,미창석유공업,003650
1246,백광산업,001340
1247,벽산,007210
1248,부국철강,026940
1249,부산도시가스,015350
1250,비비안,002070
1251,비상교육,100220
1252,삼부토건,001470
1253,삼성공조,006660
1254,삼성생명,032830
1255,삼성전기,009150
1256,삼양패키징,272550
1257,삼일씨엔에스,004440
1258,삼화전기,009470
1259,삼화페인트공업,000390
1260,샘표,007540
1261,서흥,008490
1262,성안,011300
1263,세아베스틸,001430
1264,세하,027970
1265,신라교역,004970
1266,신세계건설,034300
1267,신영와코루,005800
1268,신영증권,001720
1269,신원,009270
1270,신풍제지,002870
1271,아시아나IDT,267850
1272,에쓰씨엔지니어링,023960
1273,에어부산,298690
1274,엘브이엠씨,900140
1275,오리온,271560
1276,우리금융지주,316140
1277,우성사료,006980
1278,웰바이오텍,010600
1279,유니온,000910
1280,일진전기,103590
1281,제일연마,001560
1282,조광피혁,004700
1283,조일알미늄,018470
1284,카카오,035720
1285,케이씨텍,281820
1286,케이씨티시,009070
1287,케이티,030200
1288,코리안리,003690
1289,코오롱머티리얼,144620
1290,쿠쿠홈시스,284740
1291,크라운제과,264900
1292,크라운해태홀딩스,005740
1293,크래프톤,259960
1294,키움증권,039490
1295,태광산업,003240
1296,태림포장,011280
1297,태원물산,001420
1298,티에이치엔,019180
1299,팬오션,028670
1300,퍼스텍,010820
1301,평화산업,090080
1302,하나투어,039130
1303,하이골드12호,172580
1304,한국쉘석유,002960
1305,한독,002390
1306,한세엠케이,069640
1307,한솔제지,213500
1308,한솔케미칼,014680
1309,한솔테크닉스,004710
1310,한전기술,052690
1311,한진,002320
1312,해성디에스,195870
1313,현대리바트,079430
1314,현대백화점,069960
1315,형지엘리트,093240
1316,혜인,003010
1317,화성산업,002460
1318,휴비스,079980
1319,CJ프레시웨이,051500
1320,CNH,023460
1321,DB금융스팩9호,367360
1322,DMS,068790
1323,GH신소재,130500
1324,GV,045890
1325,ISC,095340
1326,KBI메탈,024840
1327,KG모빌리언스,046440
1328,KMH하이텍,052900
1329,KT서브마린,060370
1330,LX세미콘,108320
1331,SBS콘텐츠허브,046140
1332,SG&G,040610
1333,SK5호스팩,337450
1334,SV인베스트먼트,289080
1335,TPC,048770
1336,TS인베스트먼트,246690
1337,YBM넷,057030
1338,iMBC,052220
1339,가온미디어,078890
1340,게임빌,063080
1341,경동제약,011040
1342,골든센츄리,900280
1343,광림,014200
1344,국보디자인,066620
1345,나무기술,242040
1346,나스미디어,089600
1347,나이스정보통신,036800
1348,남화산업,111710
1349,네오오토,212560
1350,네오크레마,311390
1351,넷게임즈,225570
1352,노랑풍선,104620
1353,노바텍,285490
1354,뉴보텍,060260
1355,뉴지랩파마,214870
1356,다날,064260
1357,대신밸런스제9호스팩,369370
1358,대원미디어,048910
1359,대한과학,131220
1360,대호특수강,021040
1361,대화제약,067080
1362,동아화성,041930
1363,동양파일,228340
1364,디앤씨미디어,263720
1365,디이엔티,079810
1366,디지탈옵틱,106520
1367,라닉스,317120
1368,라온피플,300120
1369,랩지노믹스,084650
1370,로스웰,900260
1371,리메드,302550
1372,린드먼아시아,277070
1373,마니커에프앤지,195500
1374,마이더스AI,222810
1375,메가엠디,133750
1376,메카로,241770
1377,모베이스,101330
1378,모아텍,033200
1379,바이오다인,314930
1380,바이오스마트,038460
1381,배럴,267790
1382,보광산업,225530
1383,본느,226340
1384,브릿지바이오,288330
1385,비엠티,086670
1386,삼보모터스,053700
1387,삼보산업,009620
1388,삼영엠텍,054540
1389,삼천당제약,000250
1390,상상인,038540
1391,샘코,263540
1392,서울바이오시스,092190
1393,서울옥션,063170
1394,서울제약,018680
1395,성도이엔지,037350
1396,세원,234100
1397,세원물산,024830
1398,셀루메드,049180
1399,셀리버리,268600
1400,소룩스,290690
1401,소프트캠프,258790
1402,수성이노베이션,084180
1403,스카이문스테크놀로지,033790
1404,스킨앤스킨,159910
1405,시너지이노베이션,048870
1406,신성델타테크,065350
1407,신화인터텍,056700
1408,싸이버원,356890
1409,싸이토젠,217330
1410,씨엔플러스,115530
1411,씨이랩,189330
1412,아이컴포넌트,059100
1413,아이톡시,052770
1414,아주IB투자,027360
1415,아즈텍WB,032080
1416,안랩,053800
1417,알서포트,131370
1418,에너토크,019990
1419,에스넷,038680
1420,에스에이엠티,031330
1421,에스피지,058610
1422,에이디엠코리아,187660
1423,에이비프로바이오,195990
1424,에이씨티,138360
1425,에이아이비트,039230
1426,에이치엔티,176440
1427,에이치엘비,028300
1428,에이프로,262260
1429,에이피티씨,089970
1430,에코마케팅,230360
1431,에코바이오,038870
1432,에코캡,128540
1433,에프앤가이드,064850
1434,에프엔에스테크,083500
1435,엑사이엔씨,054940
1436,엔바이오니아,317870
1437,엘엠에스,073110
1438,엠아이텍,179290
1439,엠에스오토텍,123040
1440,엠케이전자,033160
1441,오르비텍,046120
1442,오이솔루션,138080
1443,올리패스,244460
1444,와이엠씨,155650
1445,와이엠티,251370
1446,와이제이엠게임즈,193250
1447,와이팜,332570
1448,와토스코리아,079000
1449,우리넷,115440
1450,원익IPS,240810
1451,위세아이텍,065370
1452,유니슨,018000
1453,유니크,011320
1454,유아이디,069330
1455,유아이엘,049520
1456,유틸렉스,263050
1457,이미지스,115610
1458,이상네트웍스,080010
1459,이에스에이,052190
1460,이엠네트웍스,087730
1461,이엠코리아,095190
1462,이오플로우,294090
1463,이퓨쳐,134060
1464,이화공영,001840
1465,이화전기,024810
1466,인피니트헬스케어,071200
1467,일신바이오,068330
1468,잉글우드랩,950140
1469,자안코스메틱,219550
1470,장원테크,174880
1471,정원엔시스,045510
1472,제노코,361390
1473,제이씨케미칼,137950
1474,제이웨이,058420
1475,젬백스링크,064800
1476,조광ILI,044060
1477,줌인터넷,239340
1478,중앙백신,072020
1479,지놈앤컴퍼니,314130
1480,지트리비앤티,115450
1481,진시스템,363250
1482,카스,016920
1483,카카오게임즈,293490
1484,카페24,042000
1485,케이비17호스팩,317030
1486,케이에스피,073010
1487,코너스톤네트웍스,033110
1488,코다코,046070
1489,코디,080530
1490,큐로홀딩스,051780
1491,크리스탈신소재,900250
1492,크린앤사이언스,045520
1493,클래시스,214150
1494,클리오,237880
1495,토박스코리아,215480
1496,투비소프트,079970
1497,팅크웨어,084730
1498,파마리서치,214450
1499,팜스토리,027710
1500,펄어비스,263750
1501,포인트모바일,318020
1502,폴라리스오피스,041020
1503,푸드나무,290720
1504,푸른저축은행,007330
1505,프리엠스,053160
1506,피제이메탈,128660
1507,한국전자인증,041460
1508,한국큐빅,021650
1509,한글과컴퓨터,030520
1510,한독크린텍,256150
1511,한탑,002680
1512,한프,066110
1513,해성산업,034810
1514,현대에버다임,041440
1515,홈캐스트,064240
1516,휴메딕스,200670
1517,휴온스글로벌,084110
1518,휴온스블러썸,263920
1519,흥구석유,024060
1520,EMB,278990
1521,골프존데카,183410
1522,네추럴FNP,086220
1523,데이터스트림즈,199150
1524,루켄테크놀러지스,162120
1525,블루탑,191600
1526,비엔디생활건강,215050
1527,아이케이세미콘,149010
1528,애드바이오텍,179530
1529,에스엘에스바이오,246250
1530,엔지브이아이,093510
1531,유엑스엔,337840
1532,이비테크,208850
1533,청광건설,140290
1534,폭스소프트,354230
1535,프로테옴텍,303360
1536,피엔아이컴퍼니,242350
1537,BGF,027410
1538,CS홀딩스,000590
1539,DB,012030
1540,E1,017940
1541,F&F 홀딩스,007700
1542,KC그린홀딩스,009440
1543,LG유플러스,032640
1544,SGC에너지,005090
1545,SK바이오사이언스,302440
1546,SNT중공업,003570
1547,SNT홀딩스,036530
1548,STX엔진,077970
1549,경동도시가스,267290
1550,경방,000050
1551,고려제강,002240
1552,광동제약,009290
1553,광주신세계,037710
1554,교촌에프앤비,339770
1555,금비,008870
1556,금호석유화학,011780
1557,대림통상,006570
1558,대신증권,003540
1559,대원전선,006340
1560,대원화성,024890
1561,대유에이텍,002880
1562,더블유게임즈,192080
1563,동부건설,005960
1564,동성제약,002210
1565,동아에스티,170900
1566,동양고속,084670
1567,동양철관,008970
1568,동원수산,030720
1569,동일제강,002690
1570,롯데쇼핑,023530
1571,메리츠화재,000060
1572,미래에셋생명,085620
1573,미원에스씨,268280
1574,부광약품,003000
1575,삼성중공업,010140
1576,삼양홀딩스,000070
1577,삼익악기,002450
1578,삼천리,004690
1579,서울식품공업,004410
1580,성창기업지주,000180
1581,세원이앤씨,091090
1582,세종공업,033530
1583,솔루엠,248070
1584,시디즈,134790
1585,아세아시멘트,183190
1586,알루코,001780
1587,에스제이엠홀딩스,025530
1588,엔에스쇼핑,138250
1589,유성기업,002920
1590,유한양행,000100
1591,이리츠코크렙,088260
1592,이수페타시스,007660
1593,이아이디,093230
1594,인디에프,014990
1595,일진홀딩스,015860
1596,자이에스앤디,317400
1597,전방,000950
1598,제이알글로벌리츠,348950
1599,제이콘텐트리,036420
1600,제일기획,030000
1601,지투알,035000
1602,진양폴리우레탄,010640
1603,케이씨,029460
1604,케이씨씨,002380
1605,코람코에너지리츠,357120
1606,코스맥스,192820
1607,코스맥스비티아이,044820
1608,코웨이,021240
1609,콤텍시스템,031820
1610,태경비케이,014580
1611,티웨이항공,091810
1612,팜젠사이언스,004720
1613,포스코인터내셔널,047050
1614,하이골드3호,153360
1615,한국ANKOR유전,152550
1616,한국화장품,123690
1617,한라,014790
1618,한미반도체,042700
1619,한섬,020000
1620,한세실업,105630
1621,한솔홈데코,025750
1622,한전산업,130660
1623,한화손해보험,000370
1624,한화솔루션,009830
1625,핸즈코퍼레이션,143210
1626,현대모비스,012330
1627,현대자동차,005380
1628,화승엔터프라이즈,241590
1629,화인베스틸,133820
1630,화천기계,010660
1631,효성티앤씨,298020
1632,후성,093370
1633,휠라홀딩스,081660
1634,휴스틸,005010
1635,COWON,056000
1636,DB금융스팩8호,367340
1637,EMW,079190
1638,IBKS제13호스팩,351340
1639,JYP Ent.,035900
1640,RFHIC,218410
1641,경남제약,053950
1642,고려신용정보,049720
1643,고바이오랩,348150
1644,골드퍼시픽,038530
1645,광진실업,026910
1646,그린플러스,186230
1647,기산텔레콤,035460
1648,나노씨엠에스,247660
1649,나이스디앤비,130580
1650,네패스,033640
1651,네패스아크,330860
1652,녹원씨엔아이,065560
1653,누리플렉스,040160
1654,대동금속,020400
1655,대림제지,017650
1656,대신정보통신,020180
1657,데브시스터즈,194480
1658,동방선기,099410
1659,동우팜투테이블,088910
1660,동운아나텍,094170
1661,드림시큐리티,203650
1662,드림씨아이에스,223250
1663,드림어스컴퍼니,060570
1664,디아이티,110990
1665,디에이치피코리아,131030
1666,디케이락,105740
1667,디케이앤디,263020
1668,디케이티,290550
1669,라온시큐어,042510
1670,라온테크,232680
1671,라파스,214260
1672,리노스,039980
1673,마이크로컨텍솔,098120
1674,마크로젠,038290
1675,멀티캠퍼스,067280
1676,메지온,140410
1677,모비릭스,348030
1678,미디어젠,279600
1679,미래나노텍,095500
1680,미래에셋대우스팩 5호,353490
1681,미래테크놀로지,213090
1682,미투젠,950190
1683,바이오리더스,142760
1684,바텍,043150
1685,베스파,299910
1686,뷰웍스,100120
1687,블루콤,033560
1688,비덴트,121800
1689,비에이치,090460
1690,비올,335890
1691,비츠로셀,082920
1692,비츠로시스,054220
1693,비츠로테크,042370
1694,비피도,238200
1695,빅텍,065450
1696,삼성머스트스팩5호,380320
1697,상상인이안1호스팩,307870
1698,상아프론테크,089980
1699,서린바이오,038070
1700,서부T&D,006730
1701,석경에이티,357550
1702,선광,003100
1703,성호전자,043260
1704,세종메디칼,258830
1705,세진티에스,067770
1706,세화피앤씨,252500
1707,셀레믹스,331920
1708,셀리드,299660
1709,수젠텍,253840
1710,스맥,099440
1711,신라섬유,001000
1712,신라에스지,025870
1713,신영스팩5호,323280
1714,신화콘텍,187270
1715,쎄니트,037760
1716,씨씨에스,066790
1717,씨젠,096530
1718,아리온,058220
1719,아시아경제,127710
1720,아이디스홀딩스,054800
1721,아이쓰리시스템,214430
1722,안국약품,001540
1723,알테오젠,196170
1724,압타바이오,293780
1725,에브리봇,270660
1726,에스맥,097780
1727,에스에이티,060540
1728,에스엠코어,007820
1729,에스코넥,096630
1730,에스티오,098660
1731,에이치엘사이언스,239610
1732,에이치엠씨제4호스팩,353070
1733,에이테크솔루션,071670
1734,에코마이스터,064510
1735,에프엔씨엔터,173940
1736,엔에프씨,265740
1737,엘비세미콘,061970
1738,엠로,058970
1739,엠에스씨,009780
1740,엠젠플러스,032790
1741,연우,115960
1742,오디텍,080520
1743,오킨스전자,080580
1744,와이엔텍,067900
1745,와이오엠,066430
1746,와이지엔터테인먼트,122870
1747,우리이앤엘,153490
1748,우리조명,037400
1749,우주일렉트로,065680
1750,웨이브일렉트로,095270
1751,웹케시,053580
1752,위니아딤채,071460
1753,위더스제약,330350
1754,위드텍,348350
1755,위지윅스튜디오,299900
1756,윈스,136540
1757,윈텍,320000
1758,유라테크,048430
1759,율호,072770
1760,이그잭스,060230
1761,이노뎁,303530
1762,이니텍,053350
1763,이큐셀,160600
1764,인지디스플레,037330
1765,인콘,083640
1766,인크로스,216050
1767,일지테크,019540
1768,제넥신,095700
1769,제이에스티나,026040
1770,제이엠아이,033050
1771,제일전기공업,199820
1772,지엔원에너지,270520
1773,진로발효,018120
1774,체리부로,066360
1775,케이디켐,221980
1776,케이씨티,089150
1777,케이피에스,256940
1778,케이피엠테크,042040
1779,코리아에스이,101670
1780,코맥스,036690
1781,코아스템,166480
1782,코아시아옵틱스,196450
1783,큐렉소,060280
1784,큐로컴,040350
1785,큐리언트,115180
1786,태양,053620
1787,태웅,044490
1788,테크윙,089030
1789,티씨케이,064760
1790,티앤엘,340570
1791,티에스아이,277880
1792,티에스이,131290
1793,티움바이오,321550
1794,파루,043200
1795,파인테크닉스,106240
1796,팜스빌,318010
1797,팬스타엔터프라이즈,054300
1798,포메탈,119500
1799,플레이위드,023770
1800,피씨엘,241820
1801,피피아이,062970
1802,하나금융17호스팩,363260
1803,하나머스트7호스팩,372290
1804,한국비엔씨,256840
1805,한국파마,032300
1806,한창산업,079170
1807,한화에스비아이스팩,317320
1808,해성티피씨,059270
1809,핸디소프트,220180
1810,현대공업,170030
1811,화신정공,126640
1812,휴럼,353190
1813,휴마시스,205470
1814,휴비츠,065510
1815,흥국,010240
1816,굿센,243870
1817,데이드림엔터,348840
1818,듀켐바이오,176750
1819,라이프사이언스테크놀로지,285770
1820,렌딩머신,179720
1821,로보쓰리,238500
1822,미래엔에듀파트너,208890
1823,바이오인프라생명과학,266470
1824,셀젠텍,258250
1825,수프로,185190
1826,스템랩,258540
1827,에스앤디,260970
1828,에스에이티이엔지,158300
1829,에스엠비나,299670
1830,에이원알폼,234070
1831,유니포인트,121060
1832,이성씨엔아이,379390
1833,제노텍,066830
1834,탑선,180060
1835,파워풀엑스,266870
1836,CJ CGV,079160
1837,DB하이텍,000990
1838,DL이앤씨,375500
1839,HDC현대EP,089470
1840,HSD엔진,082740
1841,LF,093050
1842,LG생활건강,051900
1843,SG세계물산,004060
1844,SIMPAC,009160
1845,SKC,011790
1846,SK디앤디,210980
1847,SK아이이테크놀로지,361610
1848,SUN&L,002820
1849,TCC스틸,002710
1850,TYM,002900
1851,가온전선,000500
1852,경보제약,214390
1853,고려산업,002140
1854,광전자,017900
1855,남광토건,001260
1856,넥센,005720
1857,농심,004370
1858,다우기술,023590
1859,대교,019680
1860,대성산업,128820
1861,대유플러스,000300
1862,대한제분,001130
1863,대한항공,003490
1864,대한화섬,003830
1865,대호에이엘,069460
1866,동남합성,023450
1867,동방,004140
1868,동아타이어,282690
1869,동양피스톤,092780
1870,동원시스템즈,014820
1871,디와이파워,210540
1872,롯데리츠,330590
1873,롯데손해보험,000400
1874,메리츠금융지주,138040
1875,무림P&P,009580
1876,미원상사,002840
1877,방림,003610
1878,보령제약,003850
1879,사조오양,006090
1880,삼아알미늄,006110
1881,삼양식품,003230
1882,삼영전자공업,005680
1883,삼화전자공업,011230
1884,새론오토모티브,075180
1885,성문전자,014910
1886,신대양제지,016590
1887,신세계I&C,035510
1888,쌍방울,102280
1889,아남전자,008700
1890,아세아제지,002310
1891,애경유화,161000
1892,에스원,012750
1893,에이엔피,015260
1894,엔케이물산,009810
1895,영흥,012160
1896,오리온홀딩스,001800
1897,와이투솔루션,011690
1898,웅진,016880
1899,원림,005820
1900,유니퀘스트,077500
1901,이지스밸류플러스리츠,334890
1902,인바이오젠,101140
1903,일동제약,249420
1904,일신석재,007110
1905,일양약품,007570
1906,일진머티리얼즈,020150
1907,주연테크,044380
1908,지코,010580
1909,카카오뱅크,323410
1910,컨버즈,109070
1911,케이비아이동국실업,001620
1912,케이티스카이라이프,053210
1913,티웨이홀딩스,004870
1914,파미셀,005690
1915,평화홀딩스,010770
1916,풀무원,017810
1917,풍산홀딩스,005810
1918,프레스티지바이오파마,950210
1919,하이트진로홀딩스,000140
1920,한국단자공업,025540
1921,한국앤컴퍼니,000240
1922,한국조선해양,009540
1923,한국카본,017960
1924,한농화성,011500
1925,한미약품,128940
1926,한익스프레스,014130
1927,한전KPS,051600
1928,한화시스템,272210
1929,한화투자증권,003530
1930,현대글로비스,086280
1931,현대약품,004310
1932,현대오토에버,307950
1933,현대중공업지주,267250
1934,현대해상,001450
1935,현대홈쇼핑,057050
1936,효성중공업,298040
1937,CJ ENM,035760
1938,CMG제약,058820
1939,HB테크놀러지,078150
1940,KG이니시스,035600
1941,KNN,058400
1942,KPX생명과학,114450
1943,NE능률,053290
1944,NHN한국사이버결제,060250
1945,OQP,078590
1946,SBI인베스트먼트,019550
1947,SG,255220
1948,SK6호스팩,340350
1949,고려제약,014570
1950,구영테크,053270
1951,금강철강,053260
1952,기가레인,049080
1953,나노캠텍,091970
1954,나라엠앤디,051490
1955,나우IB,293580
1956,네오펙트,290660
1957,녹십자엠에스,142280
1958,뉴파워프라즈마,144960
1959,대동기어,008830
1960,대륙제관,004780
1961,대모,317850
1962,대보마그네틱,290670
1963,대성창투,027830
1964,대정화금,120240
1965,대창스틸,140520
1966,덕우전자,263600
1967,동성화인텍,033500
1968,동양에스텍,060380
1969,동양이엔피,079960
1970,동일철강,023790
1971,디스플레이텍,066670
1972,디에스케이,109740
1973,디와이피엔에프,104460
1974,디젠스,113810
1975,러셀,217500
1976,레이,228670
1977,맘스터치,220630
1978,매일유업,267980
1979,메가스터디,072870
1980,명성티엔에스,257370
1981,모다이노칩,080420
1982,모바일어플라이언스,087260
1983,미투온,201490
1984,바이오솔루션,086820
1985,바이오톡스텍,086040
1986,베뉴지,019010
1987,뷰노,338220
1988,비나텍,126340
1989,빅솔론,093190
1990,삼강엠앤티,100090
1991,삼목에스폼,018310
1992,상신전자,263810
1993,서진시스템,178320
1994,서플러스글로벌,140070
1995,서한,011370
1996,서희건설,035890
1997,선익시스템,171090
1998,성광벤드,014620
1999,소프트센,032680
2000,신진에스엠,138070
2001,심텍,222800
2002,심텍홀딩스,036710
2003,쎌바이오텍,049960
2004,씨유메디칼,115480
2005,아모그린텍,125210
2006,아미노로직스,074430
2007,아바텍,149950
2008,아이디스,143160
2009,아이앤씨,052860
2010,아이에스이커머스,069920
2011,아이원스,114810
2012,아진엑스텍,059120
2013,아톤,158430
2014,알엔투테크놀로지,148250
2015,압타머사이언스,291650
2016,애머릿지,900100
2017,액토즈소프트,052790
2018,에스디시스템,121890
2019,에스엠,041510
2020,에스제이케이,080440
2021,에스티아이,039440
2022,에스티큐브,052020
2023,에이치엘비제약,047920
2024,에이치케이,044780
2025,에이텍,045660
2026,에코프로,086520
2027,에코프로비엠,247540
2028,에프앤리퍼블릭,064090
2029,엑스큐어,070300
2030,엔비티,236810
2031,엔에스엔,031860
2032,엔에이치스팩17호,359090
2033,엘비루셈,376190
2034,엘앤에프,066970
2035,엘앤케이바이오,156100
2036,오로스테크놀로지,322310
2037,오리엔탈정공,014940
2038,오리콤,010470
2039,오비고,352910
2040,오스템,031510
2041,우리기술,032820
2042,우리기술투자,041190
2043,우리바이오,082850
2044,우정바이오,215380
2045,원티드랩,376980
2046,원풍물산,008290
2047,월덱스,101160
2048,웰크론한텍,076080
2049,웹스,196700
2050,윙입푸드,900340
2051,유니셈,036200
2052,유니트론텍,142210
2053,유일에너테크,340930
2054,유진기업,023410
2055,유진로봇,056080
2056,이노와이즈,086250
2057,이노인스트루먼트,215790
2058,이라이콤,041520
2059,이베스트투자증권,078020
2060,이엠텍,091120
2061,이원컴포텍,088290
2062,이크레더블,092130
2063,인터엠,017250
2064,인트로메딕,150840
2065,인트론바이오,048530
2066,인포마크,175140
2067,일승,333430
2068,일야,058450
2069,일진파워,094820
2070,제넨바이오,072520
2071,제노포커스,187420
2072,제닉,123330
2073,제룡산업,147830
2074,젠큐릭스,229000
2075,중앙에너비스,000440
2076,지나인제약,078650
2077,지더블유바이텍,036180
2078,지스마트글로벌,114570
2079,지엘팜텍,204840
2080,진매트릭스,109820
2081,창해에탄올,004650
2082,컬러레이,900310
2083,케어랩스,263700
2084,케이엔제이,272110
2085,케이엠,083550
2086,케이엠제약,225430
2087,케이프,064820
2088,켐트로닉스,089010
2089,켐트로스,220260
2090,코리아에프티,123410
2091,코센,009730
2092,코퍼스코리아,322780
2093,탑엔지니어링,065130
2094,티사이언티픽,057680
2095,티피씨글로벌,130740
2096,파트론,091700
2097,팬젠,222110
2098,포티스,141020
2099,플랜티넷,075130
2100,피앤씨테크,237750
2101,하림지주,003380
2102,하이제6호스팩,377400
2103,하이텍팜,106190
2104,한국9호스팩,368770
2105,한국가구,004590
2106,한국정밀기계,101680
2107,한국팩키지,037230
2108,한빛소프트,047080
2109,한양이엔지,045100
2110,한일진공,123840
2111,현대에이치티,039010
2112,현대이지웰,090850
2113,휘닉스소재,050090
2114,휴림로봇,090710
2115,KC산업,112190
2116,나우코스,257990
2117,노브메타파마,229500
2118,대동고려삼,178600
2119,더콘텐츠온,302920
2120,루트락,253610
2121,볼빅,206950
2122,비플라이소프트,148780
2123,뿌리깊은나무들,266170
2124,시그넷이브이,260870
2125,시큐센,232830
2126,씨엔티드림,286000
2127,에스엔피제네틱스,086460
2128,에이비온,203400
2129,엔솔바이오사이언스,140610
2130,엠앤씨생명과학,225860
2131,인바이츠바이오코아,216400
2132,인터코스,240340
2133,질경이,233990
2134,크로넥스,215570
2135,파마리서치바이오,217950
2136,판도라티비,202960
2137,피노텍,150440
2138,BYC,001460
2139,DB손해보험,005830
2140,F&F,383220
2141,GS,078930
2142,HMM,011200
2143,JB금융지주,175330
2144,JW생명과학,234080
2145,JW홀딩스,096760
2146,KH 필룩스,033180
2147,LS네트웍스,000680
2148,NH투자증권,005940
2149,SK디스커버리,006120
2150,강남제비스코,000860
2151,경동나비엔,009450
2152,계양전기,012200
2153,광명전기,017040
2154,그린케미칼,083420
2155,금호에이치티,214330
2156,깨끗한나라,004540
2157,넥스트사이언스,003580
2158,노루홀딩스,000320
2159,대동,000490
2160,대상홀딩스,084690
2161,대우부품,009320
2162,대우조선해양,042660
2163,대창단조,015230
2164,대현,016090
2165,동아쏘시오홀딩스,000640
2166,동아지질,028100
2167,동일고무벨트,163560
2168,동일산업,004890
2169,두올,016740
2170,드림텍,192650
2171,롯데지주,004990
2172,모나리자,012690
2173,무림페이퍼,009200
2174,미래산업,025560
2175,미래에셋증권,006800
2176,미원홀딩스,107590
2177,보해양조,000890
2178,비케이탑스,030790
2179,삼성물산,028260
2180,삼화콘덴서공업,001820
2181,상신브레이크,041650
2182,서울도시가스,017390
2183,선도전기,007610
2184,성신양회,004980
2185,신흥,004080
2186,씨에스윈드,112610
2187,아센디오,012170
2188,아시아나항공,020560
2189,에스케이바이오팜,326030
2190,에이리츠,140910
2191,에이프로젠제약,003060
2192,에이플러스에셋,244920
2193,엔에이치스팩19호,380440
2194,엘에스일렉트릭,010120
2195,영풍제지,006740
2196,예스코홀딩스,015360
2197,우리종금,010050
2198,우진아이엔에스,010400
2199,웅진씽크빅,095720
2200,유수홀딩스,000700
2201,유엔젤,072130
2202,유유제약,000220
2203,율촌화학,008730
2204,이지스레지던스리츠,350520
2205,이화산업,000760
2206,인팩,023810
2207,일신방직,003200
2208,일진디스플,020760
2209,잇츠한불,226320
2210,제주은행,006220
2211,제주항공,089590
2212,종근당,185750
2213,진양산업,003780
2214,진양홀딩스,100250
2215,진원생명과학,011000
2216,진흥기업,002780
2217,천일고속,000650
2218,체시스,033250
2219,카프로,006380
2220,케이티앤지,033780
2221,풍산,103140
2222,하나금융지주,086790
2223,하이브,352820
2224,한국가스공사,036460
2225,한국특강,007280
2226,한성기업,003680
2227,한세예스24홀딩스,016450
2228,한일시멘트,300720
2229,한일홀딩스,003300
2230,한진칼,180640
2231,한창,005110
2232,현대그린푸드,005440
2233,현대로템,064350
2234,현대미포조선,010620
2235,현대위아,011210
2236,현대코퍼레이션,011760
2237,현대코퍼레이션홀딩스,227840
2238,화신,010690
2239,휴켐스,069260
2240,흥국화재,000540
2241,흥아해운,003280
2242,AP시스템,265520
2243,AP위성,211270
2244,CNT85,056730
2245,GRT,900290
2246,ITX-AI,099520
2247,KH E&T,226360
2248,KH 일렉트론,111870
2249,S&K폴리텍,091340
2250,SFA반도체,036540
2251,SGA,049470
2252,SGC이테크건설,016250
2253,THE E&M,089230
2254,THE MIDONG,161570
2255,TJ미디어,032540
2256,YTN,040300
2257,골프존,215000
2258,골프존뉴딘홀딩스,121440
2259,교보10호기업인수목적,355150
2260,글로벌에스엠,900070
2261,금화피에스시,036190
2262,네오이뮨텍,950220
2263,네온테크,306620
2264,녹십자랩셀,144510
2265,녹십자웰빙,234690
2266,누리플랜,069140
2267,뉴트리,270870
2268,다나와,119860
2269,다믈멀티미디어,093640
2270,다우데이타,032190
2271,대동스틸,048470
2272,대신밸런스제8호스팩,336570
2273,더네이쳐홀딩스,298540
2274,데이타솔루션,263800
2275,덱스터,206560
2276,도이치모터스,067990
2277,동원개발,013120
2278,동일금속,109860
2279,동화기업,025900
2280,드래곤플라이,030350
2281,디지캡,197140
2282,라이프시맨틱스,347700
2283,레드로버,060300
2284,로보티즈,108490
2285,로체시스템즈,071280
2286,리노공업,058470
2287,마이크로디지탈,305090
2288,매커스,093520
2289,메디아나,041920
2290,미래생명자원,218150
2291,바른전자,064520
2292,백금T&A,046310
2293,버킷스튜디오,066410
